code,tin,name_ru
AN-401070,202589193,Озодлик
AN-401071,202752331,Пахтакор
AN-401072,202589486,Уйгуробод
AN-401073,202671852,Фаробий
AN-401074,202682704,Хурсандлик
AN-401077,202737412,Шодлик
AN-401078,202737404,Еркин
AN-401079,305003008,Сарвонтепа
AN-401080,303965814,Сафоий
AN-401082,305018050,Садда
AN-401083,304980377,Найзакайрагоч
AN-17150040,202671948,Мирпостин
AN-17150001,204810068,Аль-Бухори
AN-17150019,203077538,Дeхконобод
AN-17150087,309965612,Обод Андижон
AN-17150093,310119350,Тeмур Малик
AN-17150067,202691321,Озбекистон 20 йиллиги
AN-17150075,202733458,Хутан-Арик
AN-17150091,310119367,Илгор
AN-17150086,309973674,Тинчлик
AN-17150085,309204102,Узумзор
AN-17150094,310119374,Коракоргон
AN-17150076,202638044,Чулпон 100 йиллиги
AN-17150090,309184896,Юксалиш
AN-17150089,309191936,Нодирабегим
AN-17150088,310018359,Янги бустон
AN-17150041,207233578,Мустакиллкнинг 21 йиллиги
AN-17150003,304954369,Ахмад-Яссави
AN-408001,207079974,Мехмонобод
AN-408002,202579775,Хидирша
AN-408003,202579783,Мустакиллик
AN-408004,202836993,Фозилмон
AN-408005,207167708,Янгихаёт
AN-408006,202284455,А.Фитрат
AN-408007,202575654,Хонобод
AN-408008,202575647,Юксалиш
AN-408009,202511195,Истиклол
AN-408010,202575590,Тейит
AN-408011,202575630,Бунёдкор
AN-408012,202575615,Анхор
AN-17170008,202575623,Навоий
AN-17170005,202575608,Кампирровот
AN-17170017,309074724,Хонток
BU-204001,204322532,Човдур
BU-204002,203822393,Мухтор
BU-204004,203822378,Баёт
BU-204007,204764759,Ўзбекистон
BU-204008,203822401,Кул-Човдур
BU-204011,203822339,Асажам
BU-204012,206833204,Усмоншайх
BU-204013,206833211,Ёш ботир
BU-204014,202922412,Денов
BU-204015,203822346,Нуробод
BU-204017,205403407,Давлатбой
BU-204019,302862327,Наврўз
BU-204020,203243663,Эски Олот
BU-204021,204378977,Бўрибек чандир
BU-204022,204378984,Ғанчи чандир
BU-204023,203822354,Хидрейли
BU-204024,205573054,Бўстон
BU-204026,204967591,Арабхона
BU-204027,301658058,Ок-Олтин
BU-204029,203822361,Жайхунобод
BU-204031,204514245,Солокоровул
BU-204032,203822385,Опшоқ
BU-204033,204306757,Дилкор
BU-204034,204306740,Хосабўйи
BU-204035,204429517,Шайхлар
BU-204036,204322549,Кесакли
BU-204037,203967807,Бунёдкор
BU-204038,202566530,Халифа
BU-20050026,202922436,Каттабаёт
BU-20050006,204325876,Буржоқ
BU-20050017,204424183,Қиртай
BU-20050027,205403399,Пичоқчи
BU-20050028,202922483,Сойинқоровул
BU-20050016,202922475,Қирлишон
BU-20050018,206834961,Қумкашон
BU-207001,204067991,Боғикалон
BU-207002,204068033,Галаосиё
BU-207003,204068025,Дўстлик
BU-207004,204068112,Кўчкўмар
BU-207005,203988091,Работак
BU-207006,204068040,Қавола Махмуд
BU-207007,205028524,Кушходим
BU-207008,204068001,Мустакиллик
BU-207009,205003682,Наврўз
BU-207010,205682038,Ойбек
BU-207011,203639533,Сўфикоргар
BU-207012,302916645,Амиробод-Гулистон
BU-207013,203988163,Арабхона
BU-207014,203988155,Дехча
BU-207015,302916692,Маданият работ
BU-207016,205659436,Подшохи
BU-207018,203988116,Работипоён
BU-207019,203988124,Хонабод
BU-207020,204067976,Шергирон
BU-207021,204068096,Шехонча
BU-207022,205682021,Боғдашт
BU-207023,204068057,Гулшанобод
BU-207024,302923487,Дилобод-Зафаробод
BU-207025,206944611,Зарманоқ
BU-207026,204068018,Кунжи-калъа
BU-207027,205682045,Кулонхона
BU-207028,205026678,Новметан
BU-207029,203988109,Талалиён
BU-207030,203988131,Хумин
BU-207031,204068089,Янгиобод
BU-207032,204068104,Истиқбол
BU-207033,204067969,Саховат
BU-207034,204067984,Сохибкор
BU-207035,203988148,Туркон
BU-207036,204068072,Янги турмуш
BU-20010025,204068064,Работ калмок
BU-212001,204065228,Розмоз
BU-212004,205664028,Сариосиё
BU-212005,204065188,Тераклик
BU-212007,204165894,Кўлхатиб
BU-212009,204233951,Чўрикалон
BU-212010,205666364,Мирвоши
BU-212011,204276012,Чангарон
BU-212012,204065243,Хажувон
BU-212013,204170288,Косари
BU-212015,204208941,Мўминобод
BU-212016,204065211,Қўқин
BU-212018,204167488,Гулистон
BU-212019,204065204,Бозоржойи
BU-212021,206847161,Анжирбоғ
BU-212022,204065267,Латифсобунгар
BU-212023,205702572,Ниёзхўжа
BU-212024,204247958,Шакаркент
BU-212025,204065235,Найман
BU-212026,205663962,Қатаған
BU-212027,204097092,Поноб
BU-212030,205663954,Ўзбакон
BU-212031,204165919,Шанба
BU-212032,204065171,Халач
BU-212033,204194424,Диёр
BU-212034,204065274,Ширин
BU-212036,204165902,Шоҳнигор
BU-212037,202907840,Вобкент
BU-212038,202907864,Чармгарон
BU-212040,202907833,Дўстлик
BU-212041,202907872,Қурувчи
BU-212042,202907857,Истиқлол
BU-212043,202907896,Кулолчи
BU-20020044,204160370,Хайрхуш
BU-20020032,204065250,Хайробод
BU-20020028,204065195,Софидехкон
BU-20020017,204302027,Кумушкент
BU-20020014,204310856,Колиодина
BU-20020003,205701448,Бешработ
BU-20020034,204173663,Хужаработ
BU-215001,204498338,Буктарой
BU-215002,204495524,Вазиршох
BU-215003,205759920,Гаждумак
BU-215004,202950892,Гулистонобод
BU-215005,205459653,Жовгари
BU-215006,202950814,Зарафшон
BU-215007,204490278,Заргарон
BU-215008,204490214,Кулижаббор
BU-215009,206832237,Кушк
BU-215011,204490207,Лабирўт
BU-215012,207208457,Обод
BU-215013,202950821,Оқгул
BU-215014,202950971,Сармижон
BU-215016,206955749,Тахтахон
BU-215018,204495531,Чағдари
BU-215019,205788316,Шўрча
BU-215020,207208512,Янгиобод
BU-215021,202951013,Армечан
BU-215022,206963865,Биёсин
BU-215025,205690162,Додарак
BU-215027,204490222,Қумоқ
BU-215028,204495509,Мазраган
BU-215030,204495444,Миракон
BU-215031,202950860,Позагари
BU-215032,204495437,Саидкент
BU-215033,202950988,Соктари
BU-215034,204495484,Тарханон
BU-215035,204498345,Тодон
BU-215036,204495516,Ўзанон
BU-215037,205652897,Хатча
BU-215038,205808645,Чўғалон
BU-215039,205770901,Айиртом
BU-215041,204503117,Барака
BU-215042,205435461,Бештуво
BU-215043,204495469,Ғишти
BU-215044,204520911,Кукча
BU-215047,204498353,Оқработ
BU-215049,202952605,Пахтаобод
BU-215050,207294542,Амиробод
BU-215051,205784227,Ростгуй
BU-215052,204507324,Тошлоқ
BU-215053,202950995,Улфатбиби
BU-215054,202950964,Халқобод
BU-215057,202950924,Бобур
BU-215058,205789844,Бўлакиён
BU-215059,202951020,Гулистон
BU-215060,203637948,Дегрезон
BU-215062,202951037,Зарангари
BU-215064,202950845,Қўрғон
BU-215066,206825126,Мустақиллик
BU-215067,202950917,Нодирабегим
BU-215068,202972572,Помўза
BU-215069,202950949,Сарвари
BU-215073,202954049,Ғалаба
BU-215074,202950877,Чорсу
BU-215075,202950838,Шарқ
BU-20110031,204490246,Қарахони
BU-20110058,204495548,Сохибиён
BU-20110059,204490261,Таварриён
BU-20110067,204495476,Хавзак
BU-20110019,202950900,Гавшун
BU-20110008,204495452,Баколлар
BU-20110043,204495491,Маҳалламирзаён
BU-20110023,204490239,Денав
BU-20110002,202950884,Абдулла Қаххор
BU-20110066,202950806,Файзулла Хўжаев
BU-20110033,204490254,Кассобон
BU-20110034,205745005,Корабог
BU-20110003,202950956,Абдухолиқ Ғиждувоний
BU-20110030,205683130,Каллон
BU-219002,203329547,Сухор
BU-219003,205785866,Мустақиллик
BU-219005,206923621,Чолоки
BU-219006,202994957,Б.Накшбанд
BU-219007,206670843,Урта чул
BU-219008,202994989,Беклар
BU-219010,306325714,Тараққиёт
BU-219011,202990170,Нурафшон
BU-219012,203317633,Туткунда
BU-219013,204782254,Тун-Ирок
BU-219014,203006474,Хўжа якшаба
BU-219016,203006466,Когон
BU-219018,204790728,Сорғун
BU-219019,203007188,Геофизика
BU-219021,202994972,Сараён
BU-219022,306326260,Ўзбекистон
BU-219023,203313623,Ўба чўли
BU-20040021,205785874,Ҳукуматобод
BU-20040004,205785881,Истиқбол
BU-20040023,202989186,Янги ҳаёт
BU-20040011,203008431,Сиёз поён
BU-20040008,202994964,Ниёз ҳожи
BU-20040007,204782261,Наврўз
BU-230001,202878546,Маллаишайх
BU-230002,203702724,Хўжакон
BU-230003,203260359,Полвонлар
BU-230004,203697146,Мирзакалъа
BU-230005,203702749,Янги-замон
BU-230007,203260342,Човли
BU-230009,203702717,Оқ олтин
BU-230010,206938680,Мироб
BU-230011,202995014,Қорахожи
BU-230013,204043096,Арабхона
BU-230014,202957914,Ески Калъа
BU-230015,202959760,Зарафшон
BU-230016,203223861,Сайёд
BU-230017,203715201,Солур
BU-230021,203249702,Қулончи
BU-230022,203020807,Қоракўл
BU-230023,203707582,Дўрман
BU-230024,205221752,Тожикент
BU-230025,203264029,Бандбоши
BU-230026,203264012,Зиёрат
BU-230027,203699791,Реги-хайдар
BU-230028,202957939,Чекирчи
BU-230029,205293957,Пахтакор
BU-230030,202957946,Жиғачи
BU-230031,203702732,Қорақулончи
BU-230033,205325796,Осиё
BU-230035,203243781,Куйи-Янгибозор
BU-230036,203697154,Арна
BU-230037,203261887,Қуввача
BU-230039,202972651,Чандиробод
BU-230040,202995654,Тинчлик
BU-230042,202957907,Қозон
BU-230043,205217867,Ташаббус
BU-230044,203695884,Янги турмуш
BU-230046,202985492,Дарғали
BU-230047,203739947,Дарғабоғи
BU-230048,205250488,Шакарбек
BU-230049,202972675,Дўстлик
BU-230050,202957922,Хўжалар
BU-20100036,202980753,Тайқир
BU-20100029,203701204,Мустақиллик
BU-20100016,203730041,Истиқлол
BU-20100030,206945530,Пайкент
BU-20100019,207218967,Кетмондугди
BU-20100046,203223885,Шорработ
BU-232001,203025601,Тинчлик
BU-232002,203025618,Навбаҳор
BU-232003,203050421,Бўзачи
BU-232004,205933508,Бўстон
BU-232005,203044523,Имом бухорий
BU-232006,203025593,Жарқоқ
BU-232007,203025585,Чўлқувар
BU-240001,203475042,Варахшо
BU-240002,207164584,Куёвхўжа
BU-240003,205572561,Қучоқ
BU-240005,204731926,Навоий
BU-240006,205015762,Обидхўжа
BU-240007,205007297,Туркистон
BU-240008,203771324,Ўғлон
BU-240009,205376719,Ўзбек
BU-240010,205856286,Хуррам
BU-240011,203171801,Чибоғони
BU-240012,205007305,Шавгон
BU-240013,204516947,Валфажир
BU-240014,203781572,Гулистон
BU-240015,205030509,Дейча
BU-240017,305733817,Калъа
BU-240019,203850375,Малишояк
BU-240020,203698643,Навбаҳор
BU-240021,203235253,Пешкў
BU-240022,203708859,Садир
BU-240023,205594946,Бобоҳожи
BU-240024,203781589,Дўстлик
BU-240025,200883660,Жонгелди
BU-240026,202940027,Зандани
BU-240027,203064886,Қорақалпоқ
BU-240029,205323879,Сусана
BU-240030,206216796,Талисобун
BU-240031,205607168,Хоркаш
BU-240032,205732924,Хулбор
BU-240033,205731015,Янгиобод
BU-240034,202952637,Богимусо
BU-240035,203857405,Мустақиллик
BU-240036,203865292,Чигирчи
BU-240037,200883653,Янгибозор
BU-20060017,203171818,Махаллаи Миришкор
BU-20060010,202942886,Абу Али Ибн Сино
BU-20060020,206821052,Навгаҳон
BU-242001,204810273,Самосий
BU-242002,204804944,Азизон
BU-242004,204125294,Ўзбекистон
BU-242005,200978479,Кургон
BU-242007,204103037,Қалайчорбоғ
BU-242008,204124256,Муғонча
BU-242010,204782318,Тошработ
BU-242011,204135701,Газберон
BU-242012,204598030,Урганжиён
BU-242013,204135718,Хоса
BU-242014,204782278,Деча
BU-242016,203214113,Газли
BU-242017,203334225,Байналминал
BU-242018,204577319,Кахрамон
BU-242019,200978519,Ромитан
BU-242020,204119689,Тарнаут
BU-242021,204581924,Богча
BU-242022,204587109,Аттарон
BU-242023,204105549,Миришкор
BU-242024,204628507,Ўба
BU-242027,203334193,Зарафшон
BU-242028,203334185,Ибн Сино
BU-242029,204133094,Бобур
BU-242030,204129479,Гулистон
BU-242031,204578507,Богисайдон
BU-242032,200978462,Боғитуркон
BU-242033,204136770,Марзия
BU-242034,204796394,Қумработ
BU-242035,204599077,Хўжауббон
BU-242036,204599060,Ҳазортут
BU-242037,204790735,Хофизработ
BU-242038,200978502,Истиқлол
BU-242039,204846347,Ифтихор
BU-242041,204145752,Шўрча
BU-242042,204968851,Ўтабек
BU-242043,204790743,Навбахор
BU-242044,204131786,Пойжуй
BU-242045,204587091,Кокиштувон
BU-20070043,200978486,Челонғу
BU-20070002,203334201,Алишер Навоий
BU-20070021,200978526,Кизил равот
BU-20070044,204601715,Шўробод
BU-246001,207158734,Тинчлик
BU-246003,203875842,Зарафшон
BU-246004,204529186,Навгади
BU-246005,202975520,Денов
BU-246006,205588612,Самончуқ
BU-246007,203870177,Мурғак
BU-246008,202975480,Хумдонак
BU-246009,203875834,Кулиён
BU-246010,204836249,Ушот
